#{"t_start": 1740679402.3794188, "env_id": "Pong-v4"}
r,l,t
-17.0,793,27771.447742
-16.0,712,27777.1528
-19.0,606,27782.083393
-17.0,817,27788.690189
-16.0,732,27794.584219
-18.0,781,27800.851687
-18.0,756,27806.950167
-19.0,613,27811.915392
-20.0,680,27817.65317
-18.0,749,27823.882658
-21.0,548,27828.505476
-17.0,790,27835.056621
-17.0,789,27841.479575
-14.0,876,27848.665221
-13.0,966,27856.512004
-18.0,890,27863.984692
-20.0,625,27869.020585
-15.0,929,27876.597033
-20.0,734,27882.460031
-20.0,551,27886.871192
-19.0,672,27892.252003
-18.0,690,27897.82043
-17.0,754,27903.887297
-14.0,835,27910.603796
-19.0,620,27915.583984
-19.0,606,27920.619339
-17.0,714,27926.407728
-18.0,738,27932.389309
-18.0,658,27937.813971
-16.0,833,27944.726871
-16.0,850,27951.574508
-17.0,819,27958.108876
-17.0,694,27963.646273
-17.0,672,27969.071105
-15.0,894,27976.358978
-16.0,1001,27984.326937
-19.0,539,27988.690831
-20.0,644,27993.908816
-20.0,644,27999.096408
-21.0,687,28004.60502
-15.0,837,28011.397003
-17.0,728,28017.41798
-20.0,643,28022.658432
-16.0,948,28030.702046
-20.0,626,28035.800048
-18.0,712,28041.82942
-18.0,807,28048.697238
-16.0,825,28055.506155
-19.0,623,28060.587098
-18.0,702,28066.260768
-18.0,741,28072.26556
-18.0,762,28078.313957
-19.0,744,28084.309562
-20.0,606,28089.249437
-16.0,799,28095.635054
-17.0,649,28100.859157
-20.0,541,28105.170435
-16.0,845,28112.020122
-14.0,968,28119.866543
-16.0,829,28126.557558
-20.0,655,28131.886265
-19.0,822,28138.573179
-18.0,753,28144.736271
-17.0,792,28151.130369
-20.0,636,28156.288938
-15.0,949,28164.035217
-21.0,601,28168.926025
-14.0,1062,28177.504007
-18.0,784,28183.819148
-18.0,782,28190.273768
-16.0,799,28196.892121
-18.0,763,28203.100216
-18.0,749,28209.125028
-17.0,659,28214.50192
-20.0,744,28220.644825
-16.0,780,28227.329025
-19.0,720,28233.24214
-21.0,643,28238.542777
-14.0,1121,28247.697955
-18.0,901,28255.015092
-19.0,822,28261.506049
-17.0,813,28268.139485
-15.0,843,28274.941423
-16.0,846,28281.712495
-19.0,628,28286.771044
-21.0,607,28291.624567
-15.0,887,28298.873457
-18.0,707,28304.598513
-16.0,856,28311.466207
-17.0,863,28318.390848
-16.0,922,28325.872521
-18.0,814,28332.407333
-19.0,714,28338.132405
-16.0,832,28344.808748
-15.0,851,28351.854647
-14.0,1142,28360.997013
-20.0,837,28367.717639
-16.0,842,28374.400757
-20.0,672,28379.864665
-16.0,727,28385.884414
-19.0,699,28391.656189
-15.0,950,28399.431113
-18.0,759,28405.671995
-15.0,999,28414.174938
-18.0,683,28419.691423
-19.0,645,28424.891603
-18.0,653,28430.221766
-20.0,696,28435.83886
-19.0,684,28441.280981
-18.0,751,28447.502464
-18.0,627,28452.540194
-20.0,634,28457.563279
-21.0,654,28462.770258
-18.0,643,28468.0693
-18.0,707,28473.776045
-19.0,671,28479.368314
-16.0,830,28486.012109
-20.0,804,28492.409458
-17.0,733,28498.246385
-17.0,847,28504.982359
-15.0,855,28511.680972
-16.0,871,28518.735443
-20.0,795,28525.041652
-18.0,685,28530.761933
-18.0,683,28536.385874
-18.0,667,28541.907474
-18.0,824,28548.627534
-20.0,858,28555.460778
-19.0,669,28560.756089
-17.0,730,28566.564774
-17.0,761,28572.520479
-18.0,593,28577.286651
-18.0,653,28582.463118
-19.0,788,28588.81562
-18.0,833,28595.788289
-17.0,792,28602.256737
-17.0,703,28607.870595
-20.0,549,28612.298809
-21.0,570,28616.861887
-20.0,724,28622.672319
-15.0,918,28629.999281
-21.0,618,28635.031506
-12.0,992,28643.303935
-21.0,593,28648.212843
-16.0,718,28654.049234
-19.0,716,28659.807682
-16.0,792,28666.16804
-16.0,919,28673.653303
-17.0,847,28680.373289
-17.0,791,28686.659256
-12.0,1122,28695.77419
-15.0,939,28703.42945
-14.0,978,28711.360394
-17.0,734,28717.274494
-18.0,917,28724.575019
-18.0,741,28730.614779
-14.0,1016,28738.698057
-12.0,1074,28747.435738
-19.0,661,28752.710194
-16.0,812,28759.296136
-18.0,708,28765.020054
-15.0,742,28771.056818
-19.0,547,28775.752001
-17.0,813,28782.295789
-16.0,806,28788.874363
-15.0,698,28794.450296
-14.0,1001,28802.436167
-19.0,686,28807.921717
-12.0,834,28814.674206
-18.0,938,28822.418527
-15.0,1090,28831.321192
-20.0,704,28837.03867
-18.0,859,28843.969653
-14.0,877,28851.115003
-20.0,753,28857.125611
-17.0,988,28865.162719
-18.0,812,28871.84404
-18.0,760,28877.968083
-17.0,918,28885.257638
-17.0,779,28891.458911
-18.0,961,28899.197578
-16.0,885,28906.296087
-18.0,790,28912.621114
-18.0,787,28919.033494
-15.0,1076,28927.60006
-14.0,841,28934.423795
-15.0,1138,28943.423232
-14.0,951,28951.1315
-16.0,791,28957.924898
-15.0,1040,28966.256031
-20.0,700,28971.890858
-11.0,1077,28980.82876
-19.0,756,28987.247777
-19.0,863,28994.143385
-17.0,972,29001.95873
-17.0,750,29007.966527
-19.0,1010,29016.070771
-14.0,881,29023.237586
-20.0,697,29028.789727
-19.0,655,29033.98031
-17.0,652,29039.167842
-14.0,839,29045.917405
-17.0,932,29053.432401
-18.0,729,29059.2992
-19.0,713,29064.949862
-18.0,723,29070.707104
-16.0,886,29077.795646
-18.0,699,29083.567719
-17.0,617,29088.501233
-17.0,812,29095.070574
-16.0,872,29101.970427
-15.0,861,29108.886194
-15.0,845,29115.671122
-14.0,848,29122.456424
-21.0,730,29128.226287
-21.0,649,29133.333419
-16.0,832,29140.354599
-17.0,869,29147.371735
-20.0,655,29152.528632
-19.0,831,29159.093184
-19.0,810,29165.4512
-19.0,602,29170.23782
-20.0,654,29175.398116
-18.0,1059,29183.810414
-21.0,583,29188.33334
-16.0,883,29195.316126
-20.0,751,29201.26912
-20.0,713,29206.883138
-15.0,770,29213.045419
-14.0,1017,29221.105973
-19.0,688,29226.574523
-16.0,816,29233.024161
-18.0,678,29238.465146
-18.0,764,29244.474517
-15.0,1004,29252.471459
-17.0,793,29258.830454
-15.0,800,29265.125031
-18.0,739,29270.999353
-17.0,653,29276.176601
-18.0,561,29280.631847
-19.0,803,29286.976479
-18.0,669,29292.318472
-19.0,815,29299.1413
-17.0,860,29305.994673
-17.0,1076,29314.736031
-16.0,912,29322.377183
-17.0,741,29328.295532
-19.0,652,29333.484102
-20.0,917,29340.881947
-17.0,1189,29350.542422
-14.0,1152,29359.658439
-20.0,717,29365.354509
-19.0,695,29371.154928
-18.0,729,29377.085223
-15.0,1038,29385.354254
-14.0,1020,29393.54492
-17.0,858,29400.369698
-21.0,673,29405.719421
-18.0,832,29412.441052
-17.0,1098,29421.229976
-16.0,913,29428.698424
-20.0,718,29434.458783
-18.0,784,29440.817226
-16.0,785,29447.061988
-19.0,715,29452.779164
-17.0,878,29459.866381
-17.0,720,29465.699039
-19.0,834,29472.390092
-21.0,635,29477.442771
-18.0,909,29484.60818
-18.0,852,29491.524933
-13.0,826,29498.104638
-16.0,1106,29507.40697
-19.0,992,29515.287115
-19.0,841,29522.051556
-19.0,730,29527.871343
-20.0,752,29533.865116
-16.0,956,29541.50381
-18.0,767,29548.059291
-20.0,749,29554.213005
-12.0,1015,29562.45416
-20.0,597,29567.297507
-18.0,1025,29575.632339
-14.0,884,29582.776008
-20.0,709,29588.395725
-19.0,680,29593.872588
-19.0,662,29599.20131
-18.0,744,29605.231748
-15.0,926,29612.628312
-14.0,939,29620.214434
-19.0,764,29626.492288
-17.0,792,29632.788992
-15.0,949,29640.432058
-18.0,1031,29648.767025
-15.0,819,29655.297392
-19.0,766,29661.3776
-17.0,737,29667.223731
-11.0,1088,29676.211124
-17.0,852,29683.452701
-20.0,715,29689.239792
-19.0,881,29696.203166
-17.0,771,29702.410198
-20.0,856,29709.377903
-19.0,825,29715.97104
-20.0,761,29722.295757
-20.0,733,29728.222512
-16.0,944,29735.912967
-16.0,852,29742.753827
-18.0,935,29750.317134
-19.0,838,29757.129498
-12.0,1016,29765.286515
-18.0,666,29770.580529
-18.0,834,29777.32131
-18.0,777,29783.607275
-14.0,956,29791.210452
-19.0,847,29798.183688
-19.0,900,29805.353913
-15.0,744,29811.207925
-17.0,790,29817.578497
-15.0,967,29825.332339
-15.0,887,29832.407677
-18.0,760,29838.43118
-18.0,834,29845.199125
-19.0,617,29850.201499
-17.0,761,29856.342064
-18.0,598,29861.201524
-15.0,897,29868.847386
-11.0,1177,29878.184116
-21.0,867,29885.050919
-15.0,912,29892.421081
-18.0,654,29897.674664
-20.0,825,29904.27609
-18.0,941,29911.730744
-20.0,694,29917.306595
-19.0,832,29924.073147
-20.0,632,29929.123984
-19.0,833,29935.765455
-16.0,786,29942.018524
-15.0,883,29949.224434
-19.0,602,29953.960737
-17.0,717,29959.759621
-15.0,1008,29967.800488
-20.0,894,29974.924266
-20.0,747,29981.002758
-14.0,993,29988.966411
-19.0,790,29995.269184
-16.0,899,30002.511356
-16.0,751,30008.52868
-16.0,918,30015.843232
-17.0,831,30022.549247
-10.0,1024,30030.725338
-17.0,976,30039.120789
-20.0,525,30043.394852
-18.0,928,30051.414286
-15.0,1123,30060.512161
-15.0,1090,30069.26138
-19.0,901,30076.510209
-17.0,710,30082.144989
-17.0,873,30089.08157
-18.0,865,30096.040679
-17.0,849,30102.839568
-19.0,716,30108.500436
-19.0,577,30113.083015
-18.0,805,30119.461035
-19.0,920,30126.804983
-13.0,995,30134.730372
-20.0,721,30140.447158
-18.0,816,30146.9283
-18.0,871,30153.943455
-17.0,841,30160.574996
-14.0,1068,30169.139053
-19.0,704,30174.685093
-15.0,850,30181.470407
-15.0,677,30186.897731
-19.0,588,30191.596437
-18.0,841,30198.275528
-19.0,913,30205.536946
-21.0,584,30210.215008
-16.0,909,30217.44285
-16.0,714,30223.163308
-15.0,919,30230.863094
-18.0,582,30235.570965
-16.0,912,30242.710757
-12.0,861,30249.583595
-18.0,900,30256.728138
-16.0,738,30262.551136
-18.0,928,30270.065609
-16.0,1044,30278.462569
-18.0,863,30285.268474
-17.0,887,30292.263985
-15.0,791,30298.665358
-15.0,1033,30306.833475
-18.0,953,30314.431513
-16.0,937,30321.87395
-19.0,784,30328.028466
-17.0,962,30335.739893
-15.0,1049,30344.116196
-15.0,1038,30352.504883
-19.0,913,30359.6752
-15.0,921,30366.997333
-18.0,736,30372.862056
-20.0,664,30378.1765
-19.0,776,30384.362303
-19.0,681,30389.837975
-16.0,817,30396.250937
-15.0,769,30402.470449
-17.0,831,30409.197795
-15.0,935,30416.964377
-16.0,939,30424.52321
-18.0,761,30430.561937
-17.0,989,30438.34266
-16.0,834,30445.057261
-15.0,1161,30454.39498
-18.0,783,30460.78863
-14.0,1035,30469.426913
-16.0,857,30476.339845
-16.0,874,30483.314989
-18.0,1115,30492.24737
-18.0,827,30498.833687
-19.0,866,30505.728734
-15.0,873,30512.756224
-19.0,890,30519.897327
-17.0,828,30526.522946
-16.0,928,30534.302435
-19.0,816,30540.888499
-15.0,919,30548.473656
-19.0,858,30555.581039
-16.0,946,30563.170805
-18.0,802,30569.709218
-18.0,764,30575.798542
-17.0,643,30581.012211
-18.0,838,30587.769242
-19.0,771,30594.031643
-19.0,768,30600.473036
-17.0,822,30607.050126
-11.0,1140,30616.116309
-12.0,1060,30624.696718
-18.0,1084,30633.489495
-18.0,833,30640.160938
-17.0,841,30646.880469
-19.0,1072,30655.588446
-14.0,1041,30663.98561
-21.0,637,30669.130408
-16.0,926,30676.57264
-15.0,952,30684.271731
-17.0,863,30691.177916
-18.0,885,30698.292964
-12.0,1173,30707.763819
-15.0,991,30715.767903
-13.0,998,30723.818565
-16.0,951,30731.541052
-19.0,862,30738.554236
-16.0,755,30744.608932
-16.0,825,30751.219007
-16.0,878,30758.33926
-21.0,810,30764.881158
-17.0,881,30771.905817
-16.0,925,30779.921546
-18.0,939,30787.388811
-20.0,560,30791.900413
-20.0,720,30797.825139
-18.0,832,30804.618242
-18.0,881,30811.745957
-18.0,754,30817.828125
-19.0,845,30824.636809
-18.0,1040,30832.903394
-18.0,837,30839.603605
-16.0,985,30847.570923
-12.0,932,30855.082397
-17.0,838,30861.96489
-17.0,848,30868.74546
-19.0,783,30875.18958
-20.0,805,30881.736631
-17.0,828,30888.436011
-15.0,923,30895.884802
-18.0,792,30902.256555
-18.0,675,30907.786818
-12.0,1205,30917.460524
-19.0,559,30922.009869
-14.0,1029,30930.392316
-20.0,724,30936.429056
-18.0,750,30942.507139
-14.0,862,30949.603456
-12.0,917,30956.927192
-15.0,752,30963.342905
-17.0,806,30969.897375
-20.0,767,30976.078717
-20.0,549,30980.600981
-13.0,1162,30990.073986
-18.0,791,30996.614908
-13.0,1124,31005.848545
-17.0,924,31013.375883
-15.0,961,31021.096216
-17.0,859,31028.005232
-21.0,660,31033.415959
-14.0,741,31039.4853
-14.0,983,31047.352386
-17.0,755,31053.427963
-20.0,1002,31061.593515
-20.0,715,31067.356968
-17.0,775,31073.638833
-17.0,829,31080.742485
-12.0,967,31088.687463
-19.0,831,31095.512398
-17.0,852,31102.452258
-17.0,857,31109.294274
-14.0,1043,31117.768424
-17.0,798,31124.151286
-17.0,687,31129.657491
-21.0,543,31134.104634
-15.0,843,31140.990418
-17.0,770,31147.536846
-18.0,695,31153.310172
-18.0,636,31158.525592
-20.0,512,31162.66124
-19.0,522,31166.917501
-12.0,1020,31175.45543
-15.0,847,31182.243835
-17.0,807,31188.794764
-11.0,1208,31198.655979
-15.0,1045,31207.075421
-17.0,668,31212.580688
-12.0,833,31219.227427
-17.0,923,31226.760805
-17.0,805,31233.392892
-19.0,738,31239.390089
-21.0,666,31244.878244
-17.0,986,31253.068093
-18.0,870,31260.066107
-18.0,708,31265.909795
-18.0,712,31271.761408
-21.0,550,31276.205676
-16.0,748,31282.229441
-20.0,612,31287.163091
-19.0,701,31292.890971
-19.0,708,31298.693234
-19.0,848,31305.716192
-18.0,678,31311.204921
-11.0,1112,31320.256507
-15.0,775,31326.84435
-14.0,961,31334.489498
-18.0,830,31341.353039
-20.0,542,31345.748441
-17.0,737,31351.819727
-16.0,886,31358.972529
-14.0,913,31366.44557
-19.0,673,31372.029751
-15.0,946,31379.847856
-16.0,916,31387.378195
-19.0,894,31394.663505
-13.0,1074,31403.483039
-19.0,775,31409.996576
-19.0,748,31416.186946
-15.0,925,31424.040576
-20.0,533,31428.351802
-18.0,611,31433.329331
-17.0,833,31440.256504
-17.0,773,31446.572205
-15.0,899,31453.832302
-17.0,683,31459.355926
-14.0,1021,31467.676189
-18.0,698,31473.365107
-16.0,757,31479.520248
-17.0,957,31487.393225
-15.0,848,31494.260362
-18.0,877,31501.389395
-15.0,1028,31510.762351
-17.0,1060,31519.682488
-18.0,738,31525.887995
-18.0,693,31531.59187
-18.0,820,31538.477789
-21.0,569,31542.994688
-19.0,758,31549.248131
-17.0,642,31554.439269
-21.0,677,31560.014472
-12.0,1014,31568.173369
-15.0,988,31576.170877
-16.0,720,31582.031394
-19.0,854,31588.927802
-17.0,866,31595.923676
-19.0,758,31602.024093
-17.0,813,31608.615554
-16.0,771,31614.97027
-15.0,987,31623.088367
-14.0,1025,31631.34987
-16.0,896,31638.734199
-15.0,1161,31648.144537
-20.0,711,31653.996331
-16.0,977,31661.911844
-17.0,755,31668.040152
-16.0,1020,31676.372654
-15.0,922,31683.822248
-15.0,1064,31692.790188
-14.0,1043,31701.328892
-16.0,660,31706.724157
-15.0,994,31714.704448
-17.0,953,31722.678134
-16.0,873,31729.961678
-18.0,702,31735.653281
-18.0,1030,31744.009504
-19.0,780,31750.315925
-13.0,1105,31759.487689
-16.0,1034,31767.88816
-16.0,796,31774.437919
-17.0,1028,31782.873386
-16.0,698,31788.550966
-15.0,686,31794.114513
-18.0,653,31799.412938
-19.0,661,31804.806115
-16.0,730,31810.71825
-19.0,704,31816.410797
-15.0,934,31823.914737
-17.0,737,31830.010796
-18.0,734,31836.117832
-17.0,727,31842.081988
-18.0,701,31847.836097
-18.0,872,31854.937504
-21.0,981,31862.97927
-8.0,1351,31874.609661
-18.0,807,31881.297814
-20.0,826,31888.209168
-18.0,863,31895.222653
-16.0,835,31901.990254
-11.0,1233,31911.972628
-20.0,539,31916.377259
-21.0,532,31920.715081
-19.0,858,31927.730053
-20.0,657,31933.096322
-18.0,770,31939.434119
-14.0,881,31946.456508
-20.0,546,31950.866802
-13.0,1164,31960.405822
-16.0,1023,31968.632655
-17.0,977,31976.627375
-19.0,702,31982.367948
-18.0,730,31988.222239
-20.0,680,31993.672319
-16.0,799,32000.23357
-12.0,938,32007.95114
-14.0,1006,32016.115064
-16.0,948,32024.036795
-16.0,630,32029.325613
-20.0,549,32033.970513
-18.0,649,32039.253982
-17.0,908,32046.601138
-15.0,959,32054.786111
-19.0,718,32060.541886
-19.0,878,32067.571902
-13.0,1155,32077.300558
-16.0,995,32085.662105
-20.0,650,32090.979497
-19.0,780,32097.294065
-13.0,930,32104.820325
-19.0,833,32111.622639
-21.0,681,32117.174107
-18.0,843,32123.986603
-19.0,701,32129.643534
-18.0,815,32136.26611
-10.0,1349,32147.079467
-16.0,823,32153.882038
-19.0,800,32160.332412
-17.0,1032,32168.630496
-18.0,792,32174.972044
-11.0,1316,32185.57559
-15.0,958,32193.196131
-18.0,701,32198.781003
-19.0,981,32206.874102
-17.0,978,32214.651591
-16.0,1077,32223.36768
-18.0,862,32230.167436
-19.0,755,32236.65294
-20.0,666,32241.982776
-12.0,1030,32250.234203
-18.0,860,32257.1948
-20.0,735,32263.123019
-18.0,664,32268.432514
-19.0,982,32276.189095
-18.0,846,32283.008611
-19.0,468,32286.666193
-17.0,871,32293.658276
-15.0,858,32300.653164
-8.0,1260,32310.748159
-14.0,1107,32319.69678
-17.0,802,32326.135623
-15.0,982,32333.980427
-18.0,981,32341.970283
-16.0,1013,32350.261685
-18.0,706,32356.034675
-15.0,968,32363.674169
-18.0,937,32371.240708
-19.0,913,32378.514501
-17.0,1035,32386.939156
-20.0,607,32391.813624
-20.0,676,32397.239347
-16.0,1099,32405.952773
-18.0,684,32411.446531
-18.0,647,32416.827338
-17.0,946,32425.085202
-20.0,764,32431.328804
-16.0,900,32438.775442
-17.0,684,32444.518075
-19.0,790,32451.055285
-16.0,1416,32462.522043
-19.0,628,32467.634649
-13.0,985,32475.661625
-18.0,929,32483.094146
-14.0,863,32490.024315
-20.0,892,32497.309537
-20.0,729,32503.290391
-14.0,1095,32512.229134
-15.0,1160,32521.713118
-17.0,919,32529.174838
-16.0,1016,32537.621138
-18.0,757,32543.866414
-14.0,1238,32554.163929
-18.0,822,32560.785099
-14.0,1123,32569.950231
-18.0,1010,32578.116299
-20.0,1006,32586.295824
-8.0,1460,32598.07833
-17.0,877,32605.510029
-18.0,860,32612.424553
-17.0,867,32619.517133
-12.0,1354,32630.409709
-19.0,881,32637.570597
-18.0,817,32644.292974
-16.0,945,32651.969962
-20.0,938,32659.515183
-21.0,752,32665.499225
-15.0,924,32672.963112
-18.0,1187,32682.573924
-16.0,965,32690.576477
-18.0,668,32696.066921
-18.0,918,32703.729587
-16.0,891,32710.963784
-16.0,882,32718.227891
-18.0,817,32724.988119
-17.0,979,32733.031816
-16.0,850,32739.794859
-12.0,1115,32748.85663
-18.0,883,32756.046783
-19.0,874,32762.996619
-15.0,1011,32770.996035
-13.0,1093,32779.820779
-16.0,861,32787.09316
-14.0,1279,32797.178272
-16.0,972,32805.040308
-21.0,574,32809.648572
-15.0,891,32816.816239
-16.0,1046,32825.122072
-19.0,809,32831.66729
-15.0,913,32839.0243
-17.0,883,32846.227901
-18.0,714,32852.204819
-16.0,837,32859.124173
-18.0,1070,32868.082251
-16.0,1065,32876.644875
-14.0,1219,32886.414852
-19.0,803,32892.901082
-19.0,816,32899.414601
-17.0,843,32906.212818
-16.0,1205,32915.91871
-13.0,1084,32924.698673
-19.0,1023,32933.069669
-17.0,795,32939.514528
-20.0,815,32946.019843
-13.0,1018,32954.269443
-13.0,832,32960.963361
-16.0,779,32967.604306
-14.0,1087,32976.908752
-16.0,1012,32985.548307
-19.0,876,32992.72952
-20.0,757,32998.85345
-14.0,1057,33007.449221
-17.0,965,33015.194075
-20.0,820,33022.024244
-16.0,880,33029.383516
-16.0,1141,33039.148666
-19.0,846,33046.471619
-18.0,787,33053.251482
-16.0,895,33060.583426
-14.0,966,33068.486663
-21.0,723,33074.524172
-19.0,749,33080.83896
-18.0,776,33087.27232
-17.0,908,33094.641729
-17.0,1006,33102.790495
-15.0,948,33110.544247
-17.0,950,33118.186982
-16.0,1033,33126.726239
-20.0,593,33131.503756
-17.0,930,33139.095535
-14.0,1028,33147.809741
-14.0,1035,33156.100562
-16.0,678,33161.573063
-16.0,900,33168.946853
-16.0,961,33176.874618
-19.0,626,33181.998836
-17.0,580,33186.721246
-19.0,696,33192.392595
-17.0,764,33198.732344
-18.0,861,33206.127412
-17.0,875,33213.409771
-14.0,1121,33222.518115
-18.0,861,33229.518534
-16.0,990,33237.54919
-19.0,719,33243.404695
-16.0,796,33249.772522
-20.0,802,33256.391816
-14.0,1050,33264.794889
-16.0,999,33273.175793
-16.0,802,33280.132751
-15.0,1228,33290.211826
-16.0,922,33297.714768
-16.0,769,33303.947601
-15.0,881,33311.122163
-16.0,830,33317.864154
-15.0,710,33323.86074
-16.0,730,33330.156529
-16.0,1043,33338.576961
-18.0,834,33345.538861
-14.0,940,33353.296667
-16.0,1198,33363.125133
-18.0,809,33369.779814
-16.0,997,33378.018071
-10.0,1258,33388.263894
-14.0,1031,33396.625796
-16.0,842,33403.535235
-17.0,885,33410.729322
-10.0,1025,33419.199658
-18.0,753,33425.293586
-19.0,806,33431.900793
-13.0,1361,33443.053432
-17.0,863,33450.0919
-15.0,922,33457.562819
-16.0,903,33465.030712
-16.0,1052,33473.555964
-17.0,885,33480.786269
-11.0,1166,33490.41611
-16.0,962,33498.242232
-19.0,901,33505.636746
-19.0,874,33512.962237
-18.0,845,33519.78488
-19.0,881,33527.125694
-16.0,957,33534.792161
-18.0,859,33541.764444
-17.0,952,33549.506495
-18.0,950,33557.50019
-15.0,808,33564.165092
-17.0,856,33571.209235
-17.0,919,33578.806616
-16.0,1038,33587.44471
-16.0,911,33595.001874
-17.0,620,33600.102174
-17.0,825,33606.782448
-20.0,519,33611.038475
-16.0,856,33618.051235
-13.0,1206,33627.789526
-20.0,638,33633.008172
-19.0,764,33639.246859
-18.0,837,33646.163383
-17.0,961,33654.192907
-15.0,1072,33662.88246
-14.0,1277,33673.352136
-18.0,825,33680.056195
-19.0,708,33685.804407
-13.0,1032,33694.54434
-17.0,909,33701.926531
-12.0,1162,33711.572304
-18.0,761,33717.89176
-16.0,975,33725.919296
-18.0,855,33732.891117
-14.0,1053,33741.567191
-14.0,1038,33749.993396
-17.0,1024,33758.367328
-17.0,1037,33766.856778
-18.0,858,33773.879786
-16.0,1127,33783.201985
-16.0,836,33790.009653
-15.0,769,33796.238127
-9.0,1550,33808.801852
-19.0,540,33813.279919
-20.0,552,33817.809714
-19.0,541,33822.13295
-21.0,806,33828.794533
-20.0,806,33835.411685
-18.0,999,33843.605907
-19.0,922,33851.134951
-16.0,1013,33859.474584
-17.0,947,33867.14024
-16.0,919,33875.179192
-16.0,927,33882.801872
-17.0,842,33889.580379
-16.0,876,33896.796818
-16.0,927,33904.35609
-17.0,992,33912.527797
-14.0,1158,33922.072456
-16.0,920,33929.637413
-18.0,794,33936.160532
-16.0,944,33943.980172
-19.0,895,33951.323413
-19.0,784,33957.809857
-13.0,1106,33966.930455
-19.0,606,33971.845737
-18.0,736,33977.826659
-19.0,712,33983.598561
-19.0,704,33989.439631
-17.0,872,33996.56521
-16.0,893,34003.938079
-19.0,761,34010.187104
-15.0,1185,34019.713537
-19.0,793,34026.264656
-16.0,947,34033.953895
-18.0,775,34040.297614
-18.0,1044,34048.872735
-18.0,654,34054.367131
-18.0,834,34061.477253
-18.0,794,34068.027737
-18.0,689,34073.714526
-15.0,1088,34082.534046
-16.0,915,34090.011961
-18.0,710,34095.913206
-13.0,1012,34104.30263
-19.0,755,34110.429208
-19.0,717,34116.262929
-13.0,1000,34124.469726
-16.0,833,34131.261768
-18.0,774,34137.648959
-17.0,941,34145.42485
-15.0,968,34153.371298
-18.0,879,34160.660076
-17.0,888,34167.965042
-15.0,1085,34176.852244
-15.0,1076,34185.679813
-16.0,928,34193.398683
-18.0,875,34200.434711
-14.0,1411,34212.030027
-18.0,966,34220.132735
-19.0,732,34226.303152
-19.0,754,34232.647049
-15.0,929,34240.779791
-18.0,865,34247.968733
-20.0,759,34254.525037
-17.0,913,34261.991558
-18.0,803,34268.44471
-18.0,859,34275.501928
-16.0,814,34282.235061
-14.0,1162,34291.648113
-16.0,841,34298.521856
-16.0,1143,34307.868802
-17.0,938,34315.502467
-18.0,839,34322.401375
-16.0,820,34328.974316
-17.0,977,34336.917998
-17.0,1062,34345.565647
-18.0,915,34352.993247
-17.0,882,34360.253451
-18.0,878,34367.307783
-16.0,847,34374.196481
-18.0,1042,34382.82762
-18.0,934,34390.486981
-16.0,799,34396.939152
-11.0,1317,34407.760508
-18.0,874,34414.746468
-18.0,829,34421.896977
-14.0,1129,34430.988381
-18.0,1320,34441.730197
-12.0,1138,34450.814821
-21.0,728,34456.745687
-17.0,947,34464.596518
-18.0,953,34472.246722
-17.0,969,34480.258902
-18.0,968,34488.042819
-10.0,1399,34499.340195
-18.0,841,34506.004614
-16.0,748,34511.989244
-19.0,742,34517.88431
-18.0,744,34523.905121
-17.0,946,34531.687027
-16.0,799,34538.424848
-17.0,970,34546.363711
-16.0,1018,34554.704238
-14.0,1062,34563.407484
-12.0,1137,34572.796367
-17.0,994,34581.039662
-14.0,1125,34590.425553
-10.0,1065,34599.07929
-18.0,933,34606.932772
-18.0,700,34612.612286
-19.0,919,34620.065325
-18.0,1040,34628.514857
-18.0,983,34636.572113
-11.0,1255,34646.799684
-16.0,1154,34655.979396
-20.0,674,34661.590812
-16.0,852,34668.486311
-15.0,977,34676.360874
-20.0,755,34682.537318
-12.0,1316,34693.092172
-17.0,820,34699.689363
-19.0,771,34706.028113
-19.0,900,34713.427703
-16.0,955,34721.106758
-13.0,1288,34731.571307
-16.0,788,34737.937252
-18.0,925,34745.460969
-15.0,995,34753.411781
-17.0,930,34761.02477
-16.0,1012,34769.151693
-14.0,1025,34777.817092
-18.0,949,34785.661519
-18.0,976,34793.759086
-17.0,1042,34802.192725
-17.0,1103,34811.127561
-20.0,1036,34819.503293
-18.0,1109,34828.572635
-11.0,1212,34838.356651
-16.0,1022,34846.606647
-17.0,1164,34856.099305
-16.0,848,34863.124376
-13.0,1215,34872.942016
-17.0,944,34880.575294
-17.0,964,34888.300971
-15.0,1077,34897.066835
-15.0,940,34904.612446
-18.0,1089,34913.323794
-17.0,869,34920.243701
-17.0,824,34926.953272
-17.0,998,34935.023029
-14.0,1048,34943.478532
-19.0,813,34950.046942
-14.0,1159,34959.460974
-14.0,1114,34968.899283
-17.0,941,34976.455571
-19.0,842,34983.298954
-17.0,811,34989.973273
-16.0,978,34997.682991
-17.0,1200,35007.336569
-18.0,842,35014.12356
-16.0,894,35021.389478
-15.0,966,35029.095014
-17.0,1058,35037.642812
-11.0,1326,35048.319856
-19.0,957,35056.076499
-19.0,832,35062.955032
-17.0,914,35070.300694
-18.0,1032,35078.743285
-18.0,810,35085.18685
-14.0,1289,35095.719116
-19.0,690,35101.267928
-21.0,683,35106.81608
-13.0,1054,35115.455546
-15.0,1144,35124.859766
-11.0,1291,35135.228333
-17.0,773,35141.651357
-16.0,1049,35150.497001
-15.0,744,35156.670514
-17.0,762,35162.976505
