#{"t_start": 1740679402.3794188, "env_id": "Pong-v4"}
r,l,t
-11.0,1206,35172.736903
-15.0,936,35180.231957
-17.0,876,35187.395301
-15.0,914,35194.758288
-15.0,813,35201.434721
-18.0,949,35209.19552
-14.0,969,35217.028174
-18.0,895,35224.278283
-19.0,872,35231.394838
-17.0,988,35239.491261
-16.0,1025,35247.72298
-15.0,917,35255.298654
-11.0,1151,35264.591591
-16.0,1230,35274.533218
-16.0,1174,35284.095925
-12.0,1091,35292.885698
-13.0,1098,35301.638803
-18.0,869,35308.6112
-14.0,926,35316.04903
-15.0,882,35323.354985
-20.0,825,35330.044749
-16.0,745,35336.396554
-20.0,662,35341.708525
-16.0,900,35348.952271
-20.0,604,35353.819089
-20.0,683,35359.407447
-14.0,1105,35368.30929
-18.0,986,35376.358542
-18.0,800,35382.822406
-20.0,762,35388.912199
-17.0,741,35394.803146
-19.0,792,35401.160084
-14.0,1148,35410.341109
-12.0,1074,35418.970986
-19.0,850,35425.891058
-18.0,617,35430.872896
-14.0,1011,35439.020646
-16.0,905,35446.316727
-19.0,703,35451.972151
-20.0,656,35457.291595
-16.0,946,35465.120194
-18.0,911,35472.593027
-15.0,1253,35482.727513
-13.0,1072,35491.49588
-15.0,724,35497.316352
-17.0,980,35505.297563
-17.0,762,35511.558091
-18.0,776,35518.132075
-17.0,701,35523.823047
-21.0,771,35529.997636
-15.0,1044,35538.572353
-20.0,794,35545.082983
-17.0,1025,35553.36718
-18.0,929,35560.81783
-16.0,994,35568.826054
-14.0,1325,35579.657445
-14.0,1034,35588.059834
-15.0,1197,35597.617749
-20.0,848,35604.529637
-15.0,1198,35614.355174
-19.0,1018,35622.631676
-18.0,761,35628.742557
-19.0,628,35633.834339
-12.0,1003,35642.020046
-15.0,875,35649.065112
-20.0,668,35654.535319
-20.0,914,35662.139872
-20.0,571,35666.81363
-18.0,1142,35676.427659
-18.0,1028,35684.758582
-20.0,905,35692.296227
-17.0,738,35698.626625
-17.0,1036,35706.959932
-14.0,1057,35715.516256
-18.0,882,35722.557613
-20.0,665,35728.008488
-15.0,1111,35737.010365
-18.0,1134,35746.296005
-17.0,883,35753.611149
-18.0,774,35759.975437
-15.0,1188,35769.790143
-21.0,845,35776.654127
-17.0,894,35783.860498
-14.0,951,35791.593919
-15.0,854,35798.493798
-19.0,828,35805.200491
-15.0,1079,35814.073236
-11.0,1194,35823.751393
-15.0,1140,35833.135512
-16.0,1066,35841.664857
-11.0,1271,35851.840466
-17.0,840,35858.816392
-20.0,1090,35867.590283
-18.0,680,35873.16235
-16.0,1085,35882.316536
-16.0,838,35889.101291
-17.0,1111,35898.169095
-18.0,1048,35906.727403
-16.0,1039,35915.259186
-13.0,1131,35924.359624
-16.0,1009,35932.59955
-16.0,1124,35941.749804
-21.0,735,35947.734462
-20.0,867,35954.798206
-9.0,1452,35966.821309
-19.0,842,35973.906969
-20.0,754,35980.156822
-20.0,879,35987.324317
-15.0,895,35994.708492
-17.0,883,36001.861222
-15.0,1149,36011.152246
-16.0,953,36018.737208
-15.0,1071,36027.804523
-12.0,1085,36036.667458
-20.0,675,36042.250107
-19.0,692,36047.84003
-18.0,891,36055.121419
-14.0,1000,36063.79766
-17.0,1144,36073.649665
-18.0,777,36080.088652
-16.0,957,36088.168846
-17.0,959,36095.863932
-10.0,1325,36106.533334
-15.0,1160,36115.973457
-19.0,834,36122.741717
-17.0,837,36129.577559
-18.0,1061,36138.177334
-19.0,949,36145.801089
-20.0,625,36150.882146
-20.0,794,36157.398776
-21.0,891,36164.585476
-18.0,948,36172.301014
-17.0,991,36180.350672
-17.0,969,36188.23589
-17.0,776,36194.534885
-15.0,945,36202.247358
-15.0,958,36210.056434
-19.0,810,36216.606911
-20.0,675,36222.073725
-18.0,856,36229.02138
-18.0,829,36235.690479
-13.0,1309,36246.709311
-15.0,1017,36254.997446
-11.0,998,36263.193283
-16.0,759,36269.243477
-17.0,894,36276.600482
-13.0,1076,36285.699343
-18.0,1077,36294.374573
-18.0,843,36301.350252
-17.0,810,36307.919513
-17.0,1043,36316.299513
-4.0,1553,36329.239067
-18.0,887,36336.478316
-10.0,1120,36345.849303
-18.0,819,36352.505729
-18.0,907,36360.135306
-17.0,797,36366.648345
-17.0,802,36373.175392
-19.0,693,36378.84762
-19.0,764,36385.101825
-18.0,618,36390.131425
-13.0,1175,36399.660078
-14.0,1219,36409.488367
-20.0,673,36414.98378
-16.0,1027,36423.36822
-13.0,783,36430.103469
-19.0,845,36437.085165
-17.0,1013,36445.250793
-15.0,1147,36454.536369
-14.0,1025,36462.917685
-16.0,933,36470.421021
-15.0,1177,36480.133719
-17.0,794,36486.581853
-21.0,748,36492.63351
-15.0,1008,36500.88382
-17.0,1003,36509.087255
-18.0,972,36516.972005
-19.0,817,36523.572228
-21.0,701,36529.251824
-17.0,868,36536.43271
-20.0,726,36542.422523
-17.0,636,36547.66258
-15.0,1259,36557.902677
-16.0,960,36565.764443
-19.0,715,36571.621489
-13.0,1335,36582.673508
-12.0,1333,36593.54656
-13.0,1082,36602.300666
-19.0,550,36606.942573
-16.0,1002,36615.344205
-19.0,612,36620.373862
-19.0,685,36625.944036
-20.0,741,36632.062097
-16.0,897,36639.455134
-14.0,1140,36648.666554
-18.0,1016,36657.126941
-17.0,825,36663.932723
-13.0,1102,36673.018265
-16.0,976,36680.990669
-19.0,697,36686.807879
-16.0,1041,36695.272726
-17.0,1082,36704.069172
-17.0,833,36710.945545
-16.0,1069,36719.66969
-16.0,1051,36728.195042
-18.0,784,36734.494673
-15.0,903,36741.848487
-17.0,1099,36750.778226
-12.0,1304,36761.556213
-17.0,779,36767.859947
-16.0,885,36775.145793
-14.0,1008,36783.281163
-18.0,874,36790.826928
-16.0,858,36797.778163
-20.0,833,36804.500021
-15.0,884,36811.647517
-15.0,758,36817.787434
-17.0,978,36825.654259
-20.0,769,36831.963195
-17.0,906,36839.337936
-19.0,1134,36848.663676
-16.0,1037,36857.028393
-14.0,1260,36867.434557
-21.0,744,36873.589422
-19.0,800,36880.232948
-17.0,876,36887.284658
-18.0,1090,36896.187295
-17.0,799,36902.667996
-18.0,963,36910.547564
-14.0,1085,36919.251972
-19.0,656,36924.931291
-17.0,1115,36934.072579
-17.0,914,36941.679464
-19.0,823,36948.410702
-16.0,1010,36956.565458
-16.0,1054,36965.066966
-19.0,896,36972.785731
-17.0,958,36980.636614
-16.0,1024,36989.032498
-18.0,795,36995.4143
-18.0,779,37001.765516
-17.0,838,37008.694755
-18.0,852,37015.613703
-19.0,943,37023.129213
-12.0,1196,37033.307503
-16.0,1031,37041.977763
-17.0,902,37049.36835
-15.0,1052,37057.929458
-12.0,1199,37067.71642
-16.0,887,37074.871374
-19.0,829,37081.590708
-19.0,757,37087.768067
-16.0,1158,37097.21652
-16.0,955,37105.016591
-15.0,1201,37114.780151
-17.0,883,37121.906768
-14.0,1089,37130.769862
-18.0,907,37138.020069
-16.0,767,37144.266087
-15.0,1134,37153.624117
-17.0,761,37159.917744
-15.0,954,37167.749071
-16.0,871,37174.799953
-14.0,1336,37185.584294
-19.0,663,37190.993306
-19.0,761,37197.149613
-16.0,973,37205.000471
-16.0,963,37212.876387
-12.0,1365,37224.001438
-18.0,618,37229.166624
-18.0,978,37237.129198
-15.0,1239,37247.39807
-16.0,849,37254.585625
-16.0,773,37260.791524
-13.0,1170,37270.282063
-16.0,732,37276.195422
-17.0,1051,37284.722016
-11.0,1066,37293.343561
-14.0,1231,37303.279889
-19.0,823,37309.947867
-19.0,962,37317.784003
-15.0,1207,37327.604528
-17.0,864,37334.797786
-18.0,714,37340.932277
-14.0,1049,37349.553931
-18.0,1059,37358.313193
-17.0,940,37366.067814
-14.0,1246,37376.256024
-15.0,931,37383.893933
-18.0,740,37389.945825
-18.0,878,37397.096543
-12.0,1103,37406.046915
-17.0,1095,37415.010102
-18.0,1170,37424.556102
-17.0,892,37431.869493
-19.0,944,37439.512158
-17.0,945,37447.205923
-16.0,991,37455.186279
-17.0,830,37462.123952
-16.0,826,37468.996723
-16.0,957,37477.172204
-17.0,695,37482.952003
-18.0,946,37490.695372
-19.0,708,37496.564531
-11.0,1178,37506.429768
-19.0,761,37512.675001
-19.0,959,37520.908721
-15.0,1167,37530.460599
-19.0,735,37536.516166
-14.0,966,37544.455082
-15.0,1008,37552.624726
-17.0,924,37560.236182
-17.0,1357,37571.413083
-15.0,1179,37581.015969
-21.0,772,37587.384896
-18.0,941,37595.051615
-14.0,1096,37604.040473
-18.0,965,37611.753541
-18.0,1048,37620.26213
-16.0,956,37627.90408
-16.0,961,37635.646094
-18.0,862,37642.654398
-11.0,1416,37654.12467
-11.0,1217,37664.117123
-18.0,1050,37672.755009
-19.0,657,37678.09815
-9.0,1199,37687.833122
-16.0,977,37695.716299
-13.0,1392,37707.648872
-19.0,867,37714.580368
-15.0,1234,37724.635536
-21.0,690,37730.29442
-18.0,961,37738.217796
-19.0,867,37745.209531
-16.0,963,37753.083185
-19.0,976,37760.954153
-15.0,1021,37769.538136
-17.0,811,37776.159164
-16.0,1144,37785.596403
-20.0,789,37791.98294
-19.0,998,37800.139118
-15.0,1361,37811.055186
-16.0,1163,37820.421085
-13.0,998,37828.708229
-16.0,1254,37838.822414
-10.0,1214,37848.771399
-16.0,958,37856.432828
-10.0,1318,37866.965879
-18.0,760,37873.167711
-21.0,912,37880.514878
-16.0,889,37887.980987
-15.0,1021,37896.234977
-16.0,1010,37904.407287
-14.0,1099,37913.227984
-18.0,1021,37921.563285
-16.0,776,37927.810736
-16.0,922,37935.146276
-19.0,780,37941.462101
-20.0,927,37948.888878
-15.0,969,37956.746222
-17.0,971,37964.569916
-17.0,920,37971.892192
-17.0,887,37979.112925
-19.0,781,37985.429656
-18.0,889,37992.607467
-17.0,812,37999.096031
-18.0,652,38004.432571
-12.0,1355,38015.327077
-18.0,911,38022.63412
-18.0,979,38030.529671
-20.0,847,38037.214816
-19.0,791,38043.514241
-16.0,1154,38052.796788
-20.0,942,38060.491561
-13.0,1438,38072.667579
-16.0,915,38080.021007
-10.0,1345,38090.796347
-14.0,1272,38101.051591
-19.0,695,38106.571052
-13.0,1249,38116.539982
-21.0,702,38122.182546
-16.0,1187,38131.844907
-19.0,1077,38141.09914
-19.0,951,38149.108008
-18.0,583,38153.995457
-19.0,897,38161.265133
-17.0,1009,38169.711068
-21.0,1093,38178.633405
-18.0,911,38186.130369
-16.0,946,38193.783715
-18.0,705,38199.513364
-12.0,1293,38209.90136
-13.0,896,38217.250895
-19.0,829,38223.966061
-13.0,1408,38235.541249
-14.0,1065,38244.378034
-12.0,1228,38254.80766
-12.0,1078,38263.610785
-18.0,712,38269.424597
-18.0,989,38277.530961
-15.0,1003,38286.089885
-17.0,928,38293.52753
-12.0,1300,38304.074034
-19.0,951,38311.818394
-20.0,828,38318.463
-12.0,1316,38329.108646
-19.0,711,38334.800151
-15.0,1159,38344.074277
-19.0,785,38350.337847
-17.0,703,38355.991178
-9.0,1397,38367.251304
-16.0,815,38373.793002
-15.0,855,38380.852024
-19.0,764,38387.195988
-16.0,1050,38395.703413
-11.0,970,38403.442927
-19.0,859,38410.354174
-10.0,1300,38420.759518
-15.0,959,38428.520808
-19.0,901,38436.121636
-19.0,811,38442.654451
-19.0,897,38450.055817
-12.0,1199,38459.686578
-18.0,721,38465.510544
-19.0,961,38473.415667
-19.0,850,38480.20073
-18.0,825,38486.836743
-16.0,1202,38496.44294
-16.0,1063,38504.992479
-16.0,957,38512.60918
-16.0,730,38518.589369
-16.0,925,38525.962359
-17.0,1028,38534.269699
-18.0,835,38541.010433
-15.0,1166,38550.478806
-17.0,959,38558.172629
-16.0,1231,38568.027892
-14.0,1158,38577.369353
-18.0,1053,38585.929192
-13.0,1252,38595.959871
-17.0,806,38602.492723
-14.0,1013,38610.651964
-17.0,968,38618.680815
-16.0,972,38626.450838
-17.0,878,38633.531513
-16.0,1078,38642.033488
-16.0,886,38649.162029
-18.0,972,38656.912148
-17.0,925,38664.527724
-20.0,898,38672.016959
-20.0,906,38679.511934
-18.0,981,38687.42874
-14.0,1149,38696.707064
-19.0,884,38703.786819
-21.0,743,38710.2549
-16.0,924,38717.90304
-19.0,1066,38726.790141
-19.0,860,38733.668478
-20.0,700,38739.337145
-18.0,961,38747.016645
-16.0,908,38754.451335
-18.0,905,38761.683608
-16.0,886,38768.876925
-13.0,928,38776.192987
-18.0,836,38782.829114
-15.0,1042,38791.26212
-14.0,985,38799.554072
-15.0,1212,38809.189228
-16.0,1097,38817.991498
-17.0,870,38824.903559
-15.0,1065,38833.375307
-19.0,1009,38841.440693
-17.0,899,38848.590294
-18.0,802,38855.195639
-15.0,1126,38864.272795
-5.0,1477,38875.970876
-15.0,1211,38885.655403
-17.0,912,38892.991371
-16.0,1257,38903.005712
-17.0,914,38910.399925
-19.0,950,38918.043917
-15.0,1040,38926.424548
-13.0,1341,38937.154947
-16.0,849,38943.906615
-16.0,1132,38952.931748
-15.0,1112,38961.833191
-15.0,1011,38969.835254
-15.0,1088,38979.122364
-15.0,1304,38989.723704
-18.0,649,38994.924114
-16.0,1130,39003.927145
-21.0,1086,39012.684817
-17.0,915,39020.017663
-18.0,860,39027.223103
-18.0,834,39034.20225
-17.0,957,39042.083185
-19.0,894,39049.404357
-20.0,932,39056.883518
-19.0,951,39064.532062
-17.0,887,39071.67152
-15.0,1216,39081.423954
-18.0,791,39087.710702
-16.0,1173,39097.109732
-15.0,910,39104.416606
-14.0,897,39111.69025
-11.0,1448,39123.439642
-15.0,1101,39132.283713
-14.0,1069,39140.725578
-19.0,971,39148.640379
-18.0,875,39155.663337
-17.0,1048,39164.461313
-19.0,710,39170.101604
-19.0,688,39175.603929
-18.0,962,39183.358703
-19.0,1074,39192.030056
-16.0,1287,39202.254721
-10.0,1398,39213.468641
-16.0,1037,39221.833846
-16.0,1323,39232.540365
-16.0,1233,39242.410807
-19.0,718,39248.194621
-17.0,727,39254.034923
-17.0,1055,39262.583371
-14.0,1175,39271.936787
-12.0,1301,39282.474165
-17.0,1011,39290.796827
-10.0,1466,39302.482465
-12.0,1025,39310.716809
-11.0,1037,39318.926471
-15.0,1049,39327.298188
-19.0,893,39334.576481
-18.0,1124,39344.012485
-16.0,1001,39352.134977
-17.0,983,39360.051255
-18.0,921,39367.494283
-14.0,909,39374.783653
-10.0,1195,39384.573263
-14.0,1185,39394.455585
-15.0,893,39401.755334
-16.0,1013,39410.000267
-14.0,1064,39418.693862
-18.0,933,39426.153993
-16.0,754,39432.197208
-15.0,1275,39442.420352
-12.0,1371,39453.41696
-18.0,784,39459.688366
-18.0,849,39466.459714
-10.0,1395,39477.693192
-14.0,1413,39488.990718
-17.0,878,39496.021942
-20.0,609,39501.032608
-13.0,1154,39510.332045
-17.0,849,39517.175166
-15.0,1076,39526.138494
-15.0,991,39534.125983
-20.0,924,39541.478848
-17.0,915,39548.832796
-12.0,1078,39557.342564
-13.0,1083,39566.027462
-18.0,881,39573.118789
-18.0,751,39579.261404
-19.0,1032,39587.575346
-17.0,1017,39595.730895
-21.0,641,39600.783938
-16.0,812,39607.284606
-16.0,1083,39615.929871
-20.0,815,39622.651623
-20.0,838,39629.419359
-15.0,972,39637.251
-18.0,1066,39645.829398
-11.0,1305,39656.436254
-11.0,1116,39665.433455
-17.0,1017,39673.78147
-16.0,811,39680.385425
-19.0,1019,39688.606396
-17.0,1159,39697.83256
-16.0,1198,39707.783108
-12.0,1185,39717.245224
-18.0,1045,39725.697505
-16.0,1229,39735.513513
-19.0,796,39741.823186
-16.0,894,39748.94629
-17.0,940,39756.475272
-18.0,1156,39765.794458
-15.0,853,39772.612259
-13.0,1193,39782.213589
-20.0,833,39788.834195
-16.0,1047,39797.158967
-18.0,857,39803.959689
-16.0,931,39811.321606
-17.0,839,39818.083366
-16.0,1329,39828.648023
-18.0,843,39835.362105
-18.0,1044,39843.720049
-19.0,825,39850.285313
-16.0,1098,39858.947399
-19.0,781,39865.238823
-20.0,1025,39873.480076
-19.0,1082,39882.412506
-14.0,1136,39891.798285
-15.0,1130,39900.771067
-16.0,995,39908.853333
-15.0,1181,39918.35122
-15.0,1026,39926.43781
-17.0,1236,39936.448981
-20.0,1003,39944.663916
-21.0,655,39949.8394
-18.0,1175,39959.124494
-16.0,989,39967.112327
-19.0,629,39972.178858
-15.0,1219,39981.916927
-18.0,1083,39990.450698
-16.0,1024,39998.734632
-20.0,747,40004.637793
-15.0,1225,40014.55228
-16.0,1157,40023.786113
-19.0,982,40031.548148
-15.0,1114,40040.504277
-18.0,1007,40048.610909
-12.0,1580,40061.291855
-19.0,830,40068.156685
-14.0,1132,40077.3314
-17.0,919,40084.736262
-15.0,908,40092.044937
-13.0,1030,40100.221991
-17.0,900,40107.470223
-14.0,1285,40117.781271
-12.0,1083,40126.406647
-13.0,1486,40138.420832
-20.0,867,40145.531348
-16.0,1054,40154.375752
-11.0,1437,40166.067426
-13.0,1005,40174.255709
-14.0,1168,40183.831281
-19.0,1061,40192.443667
-18.0,907,40199.777178
-20.0,619,40204.750711
-9.0,1417,40216.159539
-18.0,748,40222.098844
-20.0,815,40228.586491
-19.0,609,40233.609997
-15.0,963,40241.404647
-18.0,966,40249.237815
-18.0,845,40256.296155
-19.0,884,40263.436501
-16.0,910,40270.791755
-16.0,928,40278.306298
-20.0,695,40283.851098
-12.0,1250,40293.851973
-10.0,1325,40304.4577
-14.0,1154,40313.663746
-15.0,910,40320.941975
-17.0,972,40328.730502
-18.0,959,40336.489805
-19.0,859,40343.325355
-15.0,1098,40352.270971
-15.0,1157,40361.822281
-18.0,1239,40371.999925
-11.0,1152,40381.35306
-19.0,903,40388.678736
-13.0,996,40396.717135
-15.0,866,40403.698759
-17.0,956,40411.43052
-14.0,1090,40420.544804
-16.0,1020,40428.975795
-20.0,914,40436.684236
-15.0,1048,40445.158362
-12.0,1088,40453.93088
-14.0,1305,40464.82348
-13.0,1000,40473.303585
-19.0,539,40478.250366
-17.0,1114,40487.939041
-12.0,1100,40496.920507
-19.0,940,40504.499089
-11.0,1268,40514.876224
-17.0,913,40522.664883
-15.0,885,40529.94454
-15.0,1219,40539.853958
-14.0,1200,40549.620456
-15.0,975,40557.461967
-20.0,834,40564.233265
-18.0,820,40570.760245
-16.0,972,40578.536803
-20.0,749,40584.668105
-19.0,799,40591.072661
-13.0,1423,40602.554556
-18.0,957,40610.229818
-20.0,727,40616.468992
-15.0,1091,40625.210899
-18.0,877,40632.478803
-19.0,1012,40640.691401
-17.0,948,40648.391916
-17.0,995,40656.313207
-16.0,1116,40665.30764
-19.0,1077,40673.991725
-18.0,724,40679.771307
-8.0,1349,40690.633605
-17.0,1081,40699.317901
-20.0,880,40706.351284
-15.0,803,40712.710439
-11.0,1367,40723.662846
-18.0,915,40731.221804
-17.0,1213,40740.947121
-14.0,1032,40749.145939
-17.0,1175,40758.645798
-18.0,932,40766.057464
-15.0,1174,40775.603207
-13.0,1133,40784.832509
-14.0,877,40791.832346
-17.0,808,40798.666509
-16.0,925,40806.168056
-13.0,1464,40817.992412
-16.0,1017,40826.143275
-15.0,903,40833.498268
-17.0,777,40839.757087
-16.0,836,40846.546948
-12.0,1323,40857.254996
-13.0,1161,40866.576639
-18.0,850,40873.419469
-17.0,747,40879.548719
-17.0,889,40886.646108
-21.0,594,40891.426567
-14.0,1048,40899.848889
-17.0,1039,40908.207853
-20.0,848,40914.974143
-16.0,1100,40923.855464
-17.0,1136,40932.954549
-13.0,1150,40942.138134
-13.0,1144,40951.373431
-15.0,980,40959.331964
-16.0,1027,40967.543024
-21.0,958,40975.168292
-16.0,1017,40983.763783
-16.0,1168,40993.14913
-17.0,1002,41001.280683
-17.0,1071,41009.839486
-16.0,977,41017.758855
-9.0,1337,41028.462882
-16.0,919,41035.90515
-17.0,1082,41044.546386
-13.0,1134,41053.731099
-21.0,716,41059.5035
-20.0,682,41064.972245
-11.0,1293,41075.370494
-17.0,679,41080.879845
-16.0,1212,41090.740506
-18.0,1075,41099.494371
-18.0,903,41106.676051
-9.0,1289,41116.999265
-17.0,870,41123.921638
-17.0,965,41131.790137
-19.0,758,41137.953597
-12.0,1166,41147.444419
-15.0,943,41155.017368
-10.0,1026,41163.681682
-16.0,907,41171.183355
-17.0,1091,41179.931419
-18.0,969,41187.688552
-17.0,1667,41201.10416
-18.0,967,41208.90918
-17.0,769,41215.134415
-17.0,1077,41223.843545
-8.0,1412,41235.172657
-14.0,1092,41243.986302
-17.0,868,41251.003041
-18.0,1089,41259.811186
-17.0,1017,41267.927283
-15.0,1199,41277.601331
-18.0,996,41285.641015
-18.0,938,41293.171258
-15.0,1012,41301.33647
-17.0,863,41308.254316
-7.0,1427,41320.079895
-8.0,1446,41331.657864
-19.0,1036,41340.019804
-11.0,1258,41350.612653
-16.0,1159,41360.012834
-17.0,1154,41369.35981
-17.0,1114,41378.720787
-16.0,1191,41388.370035
-12.0,1370,41399.321695
-12.0,1071,41407.94213
-11.0,1398,41419.188767
-18.0,901,41426.70433
-15.0,1021,41435.027591
-17.0,745,41441.133869
-14.0,1162,41450.589725
-14.0,1014,41458.921396
-16.0,1142,41468.14968
-15.0,1065,41476.734572
-17.0,1074,41485.38728
-18.0,979,41493.208079
-16.0,1050,41501.702951
-14.0,1155,41511.048362
-13.0,995,41519.001236
-17.0,781,41525.671894
-19.0,858,41532.612952
-14.0,1128,41541.738256
-15.0,868,41548.822762
-13.0,1112,41557.891866
-18.0,832,41564.591795
-16.0,1151,41573.864048
-11.0,1067,41582.665339
-16.0,961,41590.408854
-17.0,961,41598.249
-16.0,979,41606.030005
-17.0,880,41613.192073
-15.0,928,41620.605277
-16.0,1450,41632.267492
-12.0,1122,41641.512485
-12.0,1185,41651.15962
-15.0,1032,41659.499151
-15.0,794,41665.873823
-8.0,1281,41676.128894
-12.0,1079,41685.038806
-15.0,877,41692.063407
-16.0,1134,41701.242028
-8.0,1355,41712.451296
-16.0,885,41719.597241
-11.0,1066,41728.225507
-12.0,1070,41737.104563
-16.0,1010,41745.505137
-20.0,959,41753.184199
-11.0,1321,41763.925214
-13.0,1177,41773.521788
-14.0,919,41780.993845
-15.0,1158,41790.30371
-17.0,876,41797.392663
-11.0,1089,41806.31768
-12.0,1151,41815.601216
-10.0,1342,41826.452032
-15.0,970,41834.321544
-16.0,1133,41843.48571
-9.0,1227,41853.469965
-12.0,948,41861.091927
-9.0,1212,41870.844092
-20.0,719,41876.666613
-14.0,1199,41886.435438
-18.0,980,41894.958122
-12.0,1300,41905.453562
-19.0,902,41912.757368
-15.0,1086,41921.603065
-15.0,1129,41930.696807
-13.0,1124,41939.773478
-14.0,961,41947.598825
-20.0,618,41952.581633
-17.0,707,41958.380138
-14.0,1132,41967.426394
-11.0,1148,41976.689852
-21.0,564,41981.34482
-18.0,765,41987.540436
-14.0,1081,41996.449022
-11.0,1162,42005.774337
-19.0,664,42011.156044
-14.0,1137,42020.310382
-15.0,1022,42028.549676
-17.0,977,42036.678025
-17.0,695,42042.321759
-15.0,1129,42051.472102
-16.0,1178,42060.968738
-12.0,1131,42070.210583
-17.0,1096,42079.426465
-16.0,876,42086.411969
-16.0,1038,42095.005253
-8.0,1508,42107.211123
-19.0,880,42114.372828
-16.0,1004,42122.464229
-16.0,990,42130.51546
-12.0,1220,42140.328981
-16.0,989,42148.261626
-19.0,939,42155.874727
-14.0,1266,42166.239117
-18.0,802,42172.675931
-17.0,693,42178.296329
-18.0,973,42186.318563
-11.0,1260,42196.544117
-16.0,850,42203.518843
-15.0,977,42211.381103
-18.0,789,42217.891392
-18.0,929,42225.374712
-17.0,823,42232.019041
-16.0,1202,42241.738893
-15.0,1151,42251.108916
-18.0,923,42258.821632
